TPropertyName	TPropertyValue	TThumbPath	TLabel	TCategory	TCategory2	TPath	TParentDir	TTags	TDescription	TParameter	TComment
spy	spy		スパイ	人物	身分						rgba(255, 123, 2, .4)
agent	agent		エージェント	人物	身分						rgba(255, 123, 2, .4)
assassin	assassin		暗殺者	人物	身分						rgba(255, 123, 2, .4)
poet	poet		詩人	人物	身分						rgba(255, 123, 2, .4)
samurai	samurai		侍	人物	身分						rgba(255, 123, 2, .4)
dancing girl	dancing girl		ダンスガール	人物	身分						rgba(255, 123, 2, .4)
motorcyclist	motorcyclist		モーターサイクリスト	人物	身分						rgba(255, 123, 2, .4)
hacker	hacker		ハッカー	人物	身分						rgba(255, 123, 2, .4)
magician	magician		魔術師	人物	身分						rgba(255, 123, 2, .4)
detective	detective		探偵	人物	身分						rgba(255, 123, 2, .4)
doll	doll		人形	人物	身分						rgba(255, 123, 2, .4)
maid	maid		メイド	人物	身分						rgba(255, 123, 2, .4)
pilot	pilot		パイロット	人物	身分						rgba(255, 123, 2, .4)
diver	diver		ダイバー	人物	身分						rgba(255, 123, 2, .4)
bar censor	bar censor		バーセンサー	人物	身分						rgba(255, 123, 2, .4)
missionary	missionary		宣教師	人物	身分						rgba(255, 123, 2, .4)
firefighter	firefighter		消防士	人物	身分						rgba(255, 123, 2, .4)
goalkeeper	goalkeeper		ゴールキーパー	人物	身分						rgba(255, 123, 2, .4)
chef	chef		シェフ	人物	身分						rgba(255, 123, 2, .4)
astronaut	astronaut		宇宙飛行士	人物	身分						rgba(255, 123, 2, .4)
cashier	cashier		レジ係	人物	身分						rgba(255, 123, 2, .4)
mailman	mailman		郵便配達員	人物	身分						rgba(255, 123, 2, .4)
barista	barista		バリスタ	人物	身分						rgba(255, 123, 2, .4)
the hermit	the hermit		隠者	人物	身分						rgba(255, 123, 2, .4)
makihitsuji	makihitsuji		牧羊人	人物	身分						rgba(255, 123, 2, .4)
office_lady	office_lady		オフィスレディ	人物	身分						rgba(255, 123, 2, .4)
race_queen	race_queen		レースクイーン	人物	身分						rgba(255, 123, 2, .4)
queen	queen		女王	人物	身分						rgba(255, 123, 2, .4)
doctor	doctor		医師	人物	身分						rgba(255, 123, 2, .4)
knight	knight		騎士	人物	身分						rgba(255, 123, 2, .4)
housemaid	housemaid		メイド	人物	身分						rgba(255, 123, 2, .4)
dancer	dancer		ダンサー	人物	身分						rgba(255, 123, 2, .4)
ballerina	ballerina		バレリーナ	人物	身分						rgba(255, 123, 2, .4)
gym_leader	gym_leader		ジムリーダー	人物	身分						rgba(255, 123, 2, .4)
trap	trap		男の娘	人物	身分						rgba(255, 123, 2, .4)
female	female		女性	人物	身分						rgba(255, 123, 2, .4)
harem	harem		ハーレム	人物	身分						rgba(255, 123, 2, .4)
idol	idol		アイドル	人物	身分						rgba(255, 123, 2, .4)
male	male		男性	人物	身分						rgba(255, 123, 2, .4)
priest	priest		司祭	人物	身分						rgba(255, 123, 2, .4)
cleric	cleric		聖職者（キリスト教）	人物	身分						rgba(255, 123, 2, .4)
wa_maid	wa_maid		和風メイド	人物	身分						rgba(255, 123, 2, .4)
yaoi	yaoi		ヤオイ	人物	身分						rgba(255, 123, 2, .4)
yuri	yuri		百合	人物	身分						rgba(255, 123, 2, .4)
albino	albino		アルビノ患者	人物	身分						rgba(255, 123, 2, .4)
amputee	amputee		切断者	人物	身分						rgba(255, 123, 2, .4)
pokemon	pokemon		ポケモン	人物	二次元キャラクター						rgba(255, 123, 2, .4)
teddy bear	teddy bear		テディベア	人物	二次元キャラクター						rgba(255, 123, 2, .4)
mario	mario		マリオ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
pikachu	pikachu		ピカチュウ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
neon genesis evangelion	neon genesis evangelion		新世紀エヴァンゲリオン	人物	二次元キャラクター						rgba(255, 123, 2, .4)
hatsune miku	hatsune miku		初音ミク	人物	二次元キャラクター						rgba(255, 123, 2, .4)
harry potter	harry potter		ハリー・ポッター	人物	二次元キャラクター						rgba(255, 123, 2, .4)
doraemon	doraemon		ドラえもん	人物	二次元キャラクター						rgba(255, 123, 2, .4)
saint seiya	saint seiya		聖闘士星矢	人物	二次元キャラクター						rgba(255, 123, 2, .4)
gojou satoru	gojou satoru		五条悟	人物	二次元キャラクター						rgba(255, 123, 2, .4)
avengers	avengers		アベンジャーズ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
mazinger	mazinger		マジンガー	人物	二次元キャラクター						rgba(255, 123, 2, .4)
captain america	captain america		キャプテン・アメリカ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
crayon shin-chan	crayon shin-chan		クレヨンしんちゃん	人物	二次元キャラクター						rgba(255, 123, 2, .4)
slam dunk	slam dunk		スラムダンク	人物	二次元キャラクター						rgba(255, 123, 2, .4)
sun wukong	sun wukong		孫悟空	人物	二次元キャラクター						rgba(255, 123, 2, .4)
witch	witch		魔女	人物	二次元キャラクター						rgba(255, 123, 2, .4)
miko	miko		巫女	人物	二次元キャラクター						rgba(255, 123, 2, .4)
ninja	ninja		忍者	人物	二次元キャラクター						rgba(255, 123, 2, .4)
vampire	vampire		吸血鬼	人物	二次元キャラクター						rgba(255, 123, 2, .4)
knight	knight		騎士	人物	二次元キャラクター						rgba(255, 123, 2, .4)
magical_girl	magical_girl		魔法少女	人物	二次元キャラクター						rgba(255, 123, 2, .4)
orc	orc		オーク	人物	二次元キャラクター						rgba(255, 123, 2, .4)
druid	druid		ドルイド	人物	二次元キャラクター						rgba(255, 123, 2, .4)
elf	elf		エルフ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
fairy	fairy		妖精	人物	二次元キャラクター						rgba(255, 123, 2, .4)
furry	furry		ファーリー	人物	二次元キャラクター						rgba(255, 123, 2, .4)
mermaid	mermaid		人魚	人物	二次元キャラクター						rgba(255, 123, 2, .4)
kamen rider	kamen rider		仮面ライダー	人物	二次元キャラクター						rgba(255, 123, 2, .4)
magister	magister		魔導師	人物	二次元キャラクター						rgba(255, 123, 2, .4)
spider-man	spider-man		スパイダーマン	人物	二次元キャラクター						rgba(255, 123, 2, .4)
santa alter	santa alter		サンタオルタ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
monster_girl	monster_girl		モンスター娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
cat_girl	cat_girl		猫娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
dog_girl	dog_girl		犬娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
fox_girl	fox_girl		狐娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
kitsune	kitsune		キツネ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
kyuubi	kyuubi		九尾狐	人物	二次元キャラクター						rgba(255, 123, 2, .4)
raccoon_girl	raccoon_girl		タヌキ娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
wolf_girl	wolf_girl		狼女の子	人物	二次元キャラクター						rgba(255, 123, 2, .4)
bunny_girl	bunny_girl		バニーガール	人物	二次元キャラクター						rgba(255, 123, 2, .4)
horse_girl	horse_girl		馬娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
cow_girl	cow_girl		牛娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
dragon_girl	dragon_girl		ドラゴン娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
centaur	centaur		ケンタウロス	人物	二次元キャラクター						rgba(255, 123, 2, .4)
slime_musume	slime_musume		スライム娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
spider_girl	spider_girl		スパイダーガール	人物	二次元キャラクター						rgba(255, 123, 2, .4)
dominatrix	dominatrix		女王（SM）	人物	二次元キャラクター						rgba(255, 123, 2, .4)
sailor_senshi	sailor_senshi		セーラー戦士	人物	二次元キャラクター						rgba(255, 123, 2, .4)
mecha	mecha		メカ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
mecha_musume	mecha_musume		メカ娘	人物	二次元キャラクター						rgba(255, 123, 2, .4)
humanoid_robot_	humanoid_robot_		人型ロボット	人物	二次元キャラクター						rgba(255, 123, 2, .4)
cyborg	cyborg		サイボーグ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
angel	angel		天使	人物	二次元キャラクター						rgba(255, 123, 2, .4)
devil	devil		悪魔	人物	二次元キャラクター						rgba(255, 123, 2, .4)
dark_elf	dark_elf		ダークエルフ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
imp	imp		インプ	人物	二次元キャラクター						rgba(255, 123, 2, .4)
succubus	succubus		サキュバス	人物	二次元キャラクター						rgba(255, 123, 2, .4)
giantess	giantess		巨人女性	人物	二次元キャラクター						rgba(255, 123, 2, .4)
minigirl	minigirl		ミニガール	人物	二次元キャラクター						rgba(255, 123, 2, .4)
monster	monster		モンスター	人物	二次元キャラクター						rgba(255, 123, 2, .4)
no humans	no humans		人間以外	人物	二次元キャラクター						rgba(255, 123, 2, .4)
toddler	toddler		幼児	人物	年齢						rgba(255, 123, 2, .4)
kindergartener	kindergartener		幼稚園児	人物	年齢						rgba(255, 123, 2, .4)
child	child		子供	人物	年齢						rgba(255, 123, 2, .4)
underage	underage		未成年	人物	年齢						rgba(255, 123, 2, .4)
teenager	teenager		10代	人物	年齢						rgba(255, 123, 2, .4)
teen	teen		10代	人物	年齢						rgba(255, 123, 2, .4)
early teen	early teen		10代前半（11-15）	人物	年齢						rgba(255, 123, 2, .4)
adult	adult		大人	人物	年齢						rgba(255, 123, 2, .4)
elder	elder		年配者	人物	年齢						rgba(255, 123, 2, .4)
old	old		高齢者	人物	年齢						rgba(255, 123, 2, .4)
loli	loli		ロリ	人物	年齢						rgba(255, 123, 2, .4)
shota	shota		ショタ	人物	年齢						rgba(255, 123, 2, .4)
white_skin	white_skin		白い肌	人物	皮膚						rgba(255, 123, 2, .4)
pale_skin	pale_skin		蒼白な肌	人物	皮膚						rgba(255, 123, 2, .4)
fair_skin	fair_skin		良い肌	人物	皮膚						rgba(255, 123, 2, .4)
brown_skin	brown_skin		茶色の肌	人物	皮膚						rgba(255, 123, 2, .4)
deep_skin	deep_skin		濃い肌	人物	皮膚						rgba(255, 123, 2, .4)
dark_skin	dark_skin		黒い肌	人物	皮膚						rgba(255, 123, 2, .4)
black_skin	black_skin		黒い肌	人物	皮膚						rgba(255, 123, 2, .4)
shiny_skin	shiny_skin		輝く肌	人物	皮膚						rgba(255, 123, 2, .4)
white_marble_glowing_skin	white_marble_glowing_skin		白い大理石の輝く肌	人物	皮膚						rgba(255, 123, 2, .4)
tattoo	tattoo		入れ墨	人物	皮膚						rgba(255, 123, 2, .4)
tan	tan		日焼け	人物	皮膚						rgba(255, 123, 2, .4)
tanlines	tanlines		日焼け痕	人物	皮膚						rgba(255, 123, 2, .4)
oil	oil		オイリー	人物	皮膚						rgba(255, 123, 2, .4)
skinny	skinny		スリム	人物	体型						rgba(255, 123, 2, .4)
plump	plump		ふっくら	人物	体型						rgba(255, 123, 2, .4)
curvy	curvy		曲線美のある体型	人物	体型						rgba(255, 123, 2, .4)
gyaru	gyaru		ギャル	人物	体型						rgba(255, 123, 2, .4)
pregnant	pregnant		妊娠中	人物	体型						rgba(255, 123, 2, .4)
fat	fat		太っている	人物	体型						rgba(255, 123, 2, .4)
thin	thin		細い	人物	体型						rgba(255, 123, 2, .4)
slender	slender		すらりとした	人物	体型						rgba(255, 123, 2, .4)
glamor	glamor		魅力的な	人物	体型						rgba(255, 123, 2, .4)
tall	tall		背が高い	人物	体型						rgba(255, 123, 2, .4)
petite	petite		小柄	人物	体型						rgba(255, 123, 2, .4)
chibi	chibi		ちび	人物	体型						rgba(255, 123, 2, .4)
muscular	muscular		筋肉質	人物	体型						rgba(255, 123, 2, .4)
slender face	slender face		細い顔	人物	顔の形						rgba(255, 123, 2, .4)
round face	round face		丸顔	人物	顔の形						rgba(255, 123, 2, .4)
oval face	oval face		卵型の顔	人物	顔の形						rgba(255, 123, 2, .4)
baby face	baby face		赤ちゃんの顔	人物	顔の形						rgba(255, 123, 2, .4)
inverted triangle face	inverted triangle face		逆三角形の顔	人物	顔の形						rgba(255, 123, 2, .4)
heart shaped face	heart shaped face		ハート型の顔	人物	顔の形						rgba(255, 123, 2, .4)
diamond face	diamond face		ダイヤモンド型の顔	人物	顔の形						rgba(255, 123, 2, .4)
square face	square face		四角い顔	人物	顔の形						rgba(255, 123, 2, .4)
long face	long face		長い顔	人物	顔の形						rgba(255, 123, 2, .4)
triangular face	triangular face		三角形の顔	人物	顔の形						rgba(255, 123, 2, .4)
white hair	white hair		白髪	人物	髪の毛						rgba(255, 123, 2, .4)
blonde hair	blonde hair		金髪	人物	髪の毛						rgba(255, 123, 2, .4)
silver hair	silver hair		銀髪	人物	髪の毛						rgba(255, 123, 2, .4)
grey hair	grey hair		灰色の髪	人物	髪の毛						rgba(255, 123, 2, .4)
purple hair	purple hair		紫髪	人物	髪の毛						rgba(255, 123, 2, .4)
red hair	red hair		赤髪	人物	髪の毛						rgba(255, 123, 2, .4)
yellow hair	yellow hair		黄色の髪	人物	髪の毛						rgba(255, 123, 2, .4)
green hair	green hair		緑髪	人物	髪の毛						rgba(255, 123, 2, .4)
blue hair	blue hair		青髪	人物	髪の毛						rgba(255, 123, 2, .4)
black hair	black hair		黒髪	人物	髪の毛						rgba(255, 123, 2, .4)
brown hair	brown hair		茶髪	人物	髪の毛						rgba(255, 123, 2, .4)
straight_hair	straight_hair		ストレートヘア	人物	髪の毛						rgba(255, 123, 2, .4)
short hair	short hair		ショートヘア	人物	髪の毛						rgba(255, 123, 2, .4)
curly hair	curly hair		カールヘア	人物	髪の毛						rgba(255, 123, 2, .4)
long hair	long hair		ロングヘア	人物	髪の毛						rgba(255, 123, 2, .4)
pony-tail	pony-tail		ポニーテール	人物	髪の毛						rgba(255, 123, 2, .4)
bunches	bunches		おさげ	人物	髪の毛						rgba(255, 123, 2, .4)
streaked hair	streaked hair		ストリーク入りの髪	人物	髪の毛						rgba(255, 123, 2, .4)
grey gradient hair	grey gradient hair		グレーグラデーションの髪	人物	髪の毛						rgba(255, 123, 2, .4)
light brown hair	light brown hair		明るい茶髪	人物	髪の毛						rgba(255, 123, 2, .4)
two-tone hair	two-tone hair		2色の髪	人物	髪の毛						rgba(255, 123, 2, .4)
multicolored hair	multicolored hair		多色の髪	人物	髪の毛						rgba(255, 123, 2, .4)
high ponytail	high ponytail		ハイポニーテール	人物	髪の毛						rgba(255, 123, 2, .4)
twintails	twintails		ツインテール	人物	髪の毛						rgba(255, 123, 2, .4)
braided ponytail	braided ponytail		結び目のあるポニーテール	人物	髪の毛						rgba(255, 123, 2, .4)
ponytail	ponytail		ポニーテール	人物	髪の毛						rgba(255, 123, 2, .4)
short ponytail	short ponytail		ショートポニーテール	人物	髪の毛						rgba(255, 123, 2, .4)
twin braids	twin braids		ツインブレード	人物	髪の毛						rgba(255, 123, 2, .4)
medium hair	medium hair		ミディアムヘア	人物	髪の毛						rgba(255, 123, 2, .4)
very long hair	very long hair		非常に長い髪	人物	髪の毛						rgba(255, 123, 2, .4)
braided bangs	braided bangs		編み込みバング	人物	髪の毛						rgba(255, 123, 2, .4)
swept bangs	swept bangs		サイドバング	人物	髪の毛						rgba(255, 123, 2, .4)
hair between eyes	hair between eyes		目の間の髪	人物	髪の毛						rgba(255, 123, 2, .4)
bob cut	bob cut		ボブカット	人物	髪の毛						rgba(255, 123, 2, .4)
hime cut	hime cut		姫カット	人物	髪の毛						rgba(255, 123, 2, .4)
crossed bangs	crossed bangs		クロスバング	人物	髪の毛						rgba(255, 123, 2, .4)
bangs	bangs		バング	人物	髪の毛						rgba(255, 123, 2, .4)
blunt bangs	blunt bangs		ブラントバング	人物	髪の毛						rgba(255, 123, 2, .4)
air bangs	air bangs		エアバング	人物	髪の毛						rgba(255, 123, 2, .4)
hair wings	hair wings		髪の翼	人物	髪の毛						rgba(255, 123, 2, .4)
long bangs	long bangs		長い前髪	人物	髪の毛						rgba(255, 123, 2, .4)
side_blunt_bangs	side_blunt_bangs		サイドブラントバング	人物	髪の毛						rgba(255, 123, 2, .4)
centre parting bangs	centre parting bangs		センターパーティングバング	人物	髪の毛						rgba(255, 123, 2, .4)
asymmetric bangs	asymmetric bangs		アシンメトリーバング	人物	髪の毛						rgba(255, 123, 2, .4)
disheveled hair	disheveled hair		乱れた髪	人物	髪の毛						rgba(255, 123, 2, .4)
wavy hair	wavy hair		ウェーブヘア	人物	髪の毛						rgba(255, 123, 2, .4)
hair in takes	hair in takes		髪を取る	人物	髪の毛						rgba(255, 123, 2, .4)
hair pink flowers	hair pink flowers		髪のピンクの花	人物	髪の毛						rgba(255, 123, 2, .4)
ahoge	ahoge		アホ毛	人物	髪の毛						rgba(255, 123, 2, .4)
antenna hair	antenna hair		アンテナヘア	人物	髪の毛						rgba(255, 123, 2, .4)
Side ponytail	Side ponytail		サイドポニーテール	人物	髪の毛						rgba(255, 123, 2, .4)
forehead	forehead		額	人物	髪の毛						rgba(255, 123, 2, .4)
drill hair	drill hair		ドリルヘア	人物	髪の毛						rgba(255, 123, 2, .4)
hair bun	hair bun		髪の束	人物	髪の毛						rgba(255, 123, 2, .4)
double bun	double bun		ダブルバン	人物	髪の毛						rgba(255, 123, 2, .4)
messy hair	messy hair		乱れた髪型	人物	髪の毛						rgba(255, 123, 2, .4)
hair_flaps	hair_flaps		髪のフラップ	人物	髪の毛						rgba(255, 123, 2, .4)
makeup	makeup		メイク	人物	顔						rgba(255, 123, 2, .4)
fundoshi	fundoshi		フンドシ	人物	顔						rgba(255, 123, 2, .4)
eyeshadow	eyeshadow		アイシャドウ	人物	顔						rgba(255, 123, 2, .4)
lipstick	lipstick		口紅	人物	顔						rgba(255, 123, 2, .4)
mascara	mascara		マスカラ	人物	顔						rgba(255, 123, 2, .4)
long_eyelashes	long_eyelashes		長いまつげ	人物	顔						rgba(255, 123, 2, .4)
red_lips_	red_lips_		赤い唇	人物	顔						rgba(255, 123, 2, .4)
facepaint	facepaint		顔のペイント	人物	顔						rgba(255, 123, 2, .4)
lipgloss	lipgloss		リップグロス	人物	顔						rgba(255, 123, 2, .4)
colored_eyelashes	colored_eyelashes		カラフルなまつげ	人物	顔						rgba(255, 123, 2, .4)
blush	blush		ブラッシュ	人物	顔						rgba(255, 123, 2, .4)
light_blush	light_blush		淡いほお紅	人物	顔						rgba(255, 123, 2, .4)
anime_style_blush	anime_style_blush		アニメ風のほお紅	人物	顔						rgba(255, 123, 2, .4)
nose_blush	nose_blush		鼻のほお紅	人物	顔						rgba(255, 123, 2, .4)
nosebleed	nosebleed		鼻血	人物	顔						rgba(255, 123, 2, .4)
bruise_on_face	bruise_on_face		顔にあざ	人物	顔						rgba(255, 123, 2, .4)
facial_mark	facial_mark		顔のマーク	人物	顔						rgba(255, 123, 2, .4)
forehead_mark	forehead_mark		額のマーク	人物	顔						rgba(255, 123, 2, .4)
anger_vein	anger_vein		怒りの静脈	人物	顔						rgba(255, 123, 2, .4)
mole	mole		ほくろ	人物	顔						rgba(255, 123, 2, .4)
mole_under_eye	mole_under_eye		目の下のほくろ	人物	顔						rgba(255, 123, 2, .4)
freckles	freckles		そばかす	人物	顔						rgba(255, 123, 2, .4)
food_on_face	food_on_face		顔に食べ物	人物	顔						rgba(255, 123, 2, .4)
rice_on_face	rice_on_face		顔にご飯	人物	顔						rgba(255, 123, 2, .4)
cream_on_face	cream_on_face		顔にクリーム	人物	顔						rgba(255, 123, 2, .4)
mustache	mustache		口ひげ	人物	顔						rgba(255, 123, 2, .4)
goatee	goatee		ゴートひげ	人物	顔						rgba(255, 123, 2, .4)
whisker_markings	whisker_markings		ひげのマーキング	人物	顔						rgba(255, 123, 2, .4)
scar	scar		傷跡	人物	顔						rgba(255, 123, 2, .4)
scar_across_eye	scar_across_eye		目の上の傷跡	人物	顔						rgba(255, 123, 2, .4)
smoking_pipe	smoking_pipe		たばこパイプ	人物	顔						rgba(255, 123, 2, .4)
tattoo	tattoo		入れ墨	人物	顔						rgba(255, 123, 2, .4)
elf ears	elf ears		エルフの耳	人物	耳						rgba(255, 123, 2, .4)
fake animal ears	fake animal ears		動物の耳（フェイク）	人物	耳						rgba(255, 123, 2, .4)
cat ears	cat ears		猫の耳	人物	耳						rgba(255, 123, 2, .4)
dog ears	dog ears		犬の耳	人物	耳						rgba(255, 123, 2, .4)
fox ears	fox ears		狐の耳	人物	耳						rgba(255, 123, 2, .4)
bunny ears	bunny ears		ウサギの耳	人物	耳						rgba(255, 123, 2, .4)
bear ears	bear ears		クマの耳	人物	耳						rgba(255, 123, 2, .4)
wolf ears	wolf ears		オオカミの耳	人物	耳						rgba(255, 123, 2, .4)
horse ears	horse ears		馬の耳	人物	耳						rgba(255, 123, 2, .4)
cow ears	cow ears		牛の耳	人物	耳						rgba(255, 123, 2, .4)
mouse ears	mouse ears		ネズミの耳	人物	耳						rgba(255, 123, 2, .4)
pig ears	pig ears		豚の耳	人物	耳						rgba(255, 123, 2, .4)
sheep ears	sheep ears		羊の耳	人物	耳						rgba(255, 123, 2, .4)
deer ears	deer ears		鹿の耳	人物	耳						rgba(255, 123, 2, .4)
goat ears	goat ears		ヤギの耳	人物	耳						rgba(255, 123, 2, .4)
antelope ears	antelope ears		アンテロープの耳	人物	耳						rgba(255, 123, 2, .4)
rhino ears	rhino ears		サイの耳	人物	耳						rgba(255, 123, 2, .4)
elephant ears	elephant ears		ゾウの耳	人物	耳						rgba(255, 123, 2, .4)
bat ears	bat ears		コウモリの耳	人物	耳						rgba(255, 123, 2, .4)
dragon ears	dragon ears		ドラゴンの耳	人物	耳						rgba(255, 123, 2, .4)
demon ears	demon ears		悪魔の耳	人物	耳						rgba(255, 123, 2, .4)
angel ears	angel ears		天使の耳	人物	耳						rgba(255, 123, 2, .4)
alien ears	alien ears		宇宙人の耳	人物	耳						rgba(255, 123, 2, .4)
ear_blush	ear_blush		耳の紅潮	人物	耳						rgba(255, 123, 2, .4)
ear_ornament	ear_ornament		耳飾り	人物	耳						rgba(255, 123, 2, .4)
ear_piercing	ear_piercing		耳ピアス	人物	耳						rgba(255, 123, 2, .4)
animal_ears	animal_ears		動物の耳	人物	耳						rgba(255, 123, 2, .4)
ears_down	ears_down		耳を下げる	人物	耳						rgba(255, 123, 2, .4)
fake_animal_ears	fake_animal_ears		フェイクの動物の耳	人物	耳						rgba(255, 123, 2, .4)
floppy_ears	floppy_ears		垂れた耳	人物	耳						rgba(255, 123, 2, .4)
animal_ear_fluff	animal_ear_fluff		動物の耳の毛	人物	耳						rgba(255, 123, 2, .4)
fox_ears	fox_ears		狐の耳	人物	耳						rgba(255, 123, 2, .4)
cat_ears	cat_ears		猫の耳	人物	耳						rgba(255, 123, 2, .4)
lion_ears	lion_ears		ライオンの耳	人物	耳						rgba(255, 123, 2, .4)
jaguar_ears	jaguar_ears		ジャガーの耳	人物	耳						rgba(255, 123, 2, .4)
tiger_ears	tiger_ears		虎の耳	人物	耳						rgba(255, 123, 2, .4)
dog_ears	dog_ears		犬の耳	人物	耳						rgba(255, 123, 2, .4)
coyote_ears	coyote_ears		コヨーテの耳	人物	耳						rgba(255, 123, 2, .4)
bunny_ears	bunny_ears		ウサギの耳	人物	耳						rgba(255, 123, 2, .4)
horse_ears	horse_ears		馬の耳	人物	耳						rgba(255, 123, 2, .4)
pointy_ears	pointy_ears		尖った耳	人物	耳						rgba(255, 123, 2, .4)
long_pointy_ears	long_pointy_ears		長い尖った耳	人物	耳						rgba(255, 123, 2, .4)
mouse_ears	mouse_ears		ネズミの耳	人物	耳						rgba(255, 123, 2, .4)
raccoon_ears	raccoon_ears		アライグマの耳	人物	耳						rgba(255, 123, 2, .4)
squirrel_ears	squirrel_ears		リスの耳	人物	耳						rgba(255, 123, 2, .4)
bear_ears	bear_ears		クマの耳	人物	耳						rgba(255, 123, 2, .4)
panda_ears	panda_ears		パンダの耳	人物	耳						rgba(255, 123, 2, .4)
bat_ears	bat_ears		コウモリの耳	人物	耳						rgba(255, 123, 2, .4)
robot_ears	robot_ears		ロボットの耳	人物	耳						rgba(255, 123, 2, .4)
